index,pcm_t,pcm_h,SP4_t,SP4_h,SP6_t,SP6_h
5199,79.76012,-0.8020415,79.7326,-1.166688,79.76376,-0.4746234
5200,79.76082,-0.7935732,79.73355,-1.159322,79.7655,-0.4671063
5201,79.76215,-0.7849558,79.73407,-1.152996,79.7657,-0.4612283
5202,79.76329,-0.7783772,79.73401,-1.146233,79.767,-0.4543192
5203,79.76308,-0.7724882,79.7348,-1.139024,79.7666,-0.447321
5204,79.7639,-0.7653735,79.7354,-1.135088,79.7677,-0.4410056
5205,79.7646,-0.7595401,79.73575,-1.128599,79.76837,-0.4357591
5206,79.7656,-0.7544996,79.73679,-1.123653,79.76875,-0.428881
5207,79.76594,-0.7490284,79.73694,-1.118376,79.769,-0.4238559
5208,79.7658,-0.74366,79.73758,-1.112357,79.77012,-0.4170157
5209,79.76657,-0.7386261,79.7384,-1.108055,79.77094,-0.4124906
5210,79.76769,-0.7340592,79.73848,-1.104111,79.77054,-0.4067604
5211,79.76775,-0.7283256,79.73943,-1.099049,79.77151,-0.4010332
5212,79.76843,-0.724032,79.73995,-1.094175,79.77187,-0.3965542
5213,79.76922,-0.719434,79.74086,-1.089931,79.77178,-0.3922289
5214,79.76916,-0.7153628,79.74081,-1.084995,79.773,-0.3873986
5215,79.76913,-0.7115712,79.74147,-1.081466,79.77338,-0.3839132
5216,79.77018,-0.7074761,79.74228,-1.077394,79.7739,-0.3799176
5217,79.77036,-0.7038445,79.7426,-1.074021,79.77495,-0.3754863
5218,79.77136,-0.6991166,79.74341,-1.070741,79.774,-0.3716164
5219,79.77166,-0.6963062,79.74276,-1.067126,79.77522,-0.3691492
5220,79.77172,-0.6930024,79.74342,-1.063955,79.77618,-0.3657566
5221,79.77275,-0.689997,79.74421,-1.060889,79.77606,-0.361965
5222,79.77346,-0.6868468,79.74506,-1.058118,79.77714,-0.3584024
5223,79.77379,-0.6841112,79.74492,-1.055264,79.77766,-0.3544185
5224,79.774,-0.6809994,79.74592,-1.052191,79.77812,-0.3510071
5225,79.77475,-0.678443,79.74597,-1.049165,79.77822,-0.3482917
5226,79.77506,-0.675775,79.74628,-1.046681,79.77856,-0.3453079
5227,79.77493,-0.673255,79.74656,-1.044042,79.77986,-0.3427323
5228,79.77549,-0.671084,79.74763,-1.041336,79.78008,-0.3403844
5229,79.77626,-0.6687509,79.74834,-1.039006,79.78038,-0.3377313
5230,79.7765,-0.6666086,79.74835,-1.036759,79.78116,-0.3352472
5231,79.77707,-0.6644196,79.74902,-1.03466,79.78091,-0.3329092
5232,79.77803,-0.662547,79.74874,-1.032587,79.7813,-0.3308642
5233,79.77818,-0.6607571,79.7498,-1.030666,79.78228,-0.3283545
5234,79.7788,-0.6592465,79.75066,-1.028265,79.78247,-0.3264139
5235,79.77965,-0.6577012,79.75145,-1.026163,79.78364,-0.3244656
5236,79.77882,-0.6566064,79.75105,-1.024061,79.78392,-0.3228229
5237,79.77864,-0.6554162,79.75121,-1.022128,79.78449,-0.3209868
5238,79.77978,-0.6539898,79.75129,-1.020657,79.7849,-0.319174
5239,79.78055,-0.6526812,79.75205,-1.018917,79.78432,-0.3175613
5240,79.78062,-0.6514407,79.75171,-1.017191,79.78506,-0.3160267
5241,79.78122,-0.6502488,79.75245,-1.016005,79.78574,-0.31434
5242,79.78122,-0.6491621,79.75308,-1.014742,79.78556,-0.31281
5243,79.78138,-0.6481421,79.75397,-1.01328,79.78678,-0.3115506
5244,79.7815,-0.6471332,79.7545,-1.011735,79.78712,-0.3101062
5245,79.78322,-0.6460305,79.75506,-1.010268,79.78736,-0.308627
5246,79.78311,-0.6451434,79.75468,-1.008928,79.78744,-0.3072672
5247,79.78396,-0.6443355,79.75568,-1.007881,79.78787,-0.305935
5248,79.78314,-0.6436032,79.75531,-1.006895,79.78762,-0.3047755
5249,79.78359,-0.6428574,79.75558,-1.00579,79.7887,-0.3034732
5250,79.78444,-0.6420174,79.75728,-1.004481,79.78903,-0.3022744
5251,79.78506,-0.641252,79.75629,-1.003382,79.79045,-0.301212
5252,79.78435,-0.6405234,79.75813,-1.002456,79.79009,-0.300286
5253,79.78494,-0.6398982,79.75702,-1.001508,79.79004,-0.2994516
5254,79.78594,-0.6393137,79.75822,-1.000545,79.79114,-0.298529
5255,79.7854,-0.6387606,79.75812,-0.9995856,79.79119,-0.2976232
5256,79.78708,-0.6382732,79.75922,-0.9986328,79.79118,-0.296832
5257,79.78718,-0.6377965,79.75894,-0.9975575,79.7915,-0.2960358
5258,79.78708,-0.637331,79.7597,-0.9965564,79.79156,-0.295236
5259,79.78728,-0.63689,79.7597,-0.9957045,79.79172,-0.294465
5260,79.78784,-0.6364859,79.76019,-0.9949439,79.79288,-0.2937372
5261,79.7884,-0.6361111,79.76063,-0.9941868,79.79326,-0.2930076
5262,79.78863,-0.6357551,79.76116,-0.9934306,79.79306,-0.2922478
5263,79.7895,-0.6353837,79.76158,-0.9926764,79.7937,-0.2915578
5264,79.78985,-0.6350159,79.76228,-0.9918625,79.79406,-0.2909466
5265,79.78954,-0.634648,79.76282,-0.9910578,79.79503,-0.290366
5266,79.78993,-0.6342869,79.76255,-0.9903222,79.79516,-0.2897958
5267,79.79078,-0.633934,79.76228,-0.9896744,79.79424,-0.2892658
5268,79.79136,-0.6336154,79.76262,-0.9890031,79.7957,-0.2887447
5269,79.791,-0.633328,79.76392,-0.9883225,79.79547,-0.2882483
5270,79.79126,-0.6330402,79.76407,-0.9876374,79.7959,-0.2877967
5271,79.79172,-0.6327498,79.76366,-0.9869762,79.79663,-0.2873827
5272,79.79184,-0.6324581,79.76432,-0.9863156,79.79751,-0.2869692
5273,79.793,-0.6321657,79.76409,-0.9856606,79.79675,-0.2865672
5274,79.79245,-0.6318716,79.76476,-0.9850462,79.7973,-0.2861624
5275,79.79351,-0.631575,79.7655,-0.9844332,79.79807,-0.2857532
5276,79.7935,-0.6312758,79.76622,-0.9837934,79.7979,-0.285384
5277,79.7939,-0.630975,79.7666,-0.9831574,79.79889,-0.2850532
5278,79.79475,-0.6306705,79.76653,-0.9825089,79.79829,-0.284729
5279,79.79474,-0.6303594,79.76666,-0.9818796,79.79916,-0.2844038
5280,79.79547,-0.630047,79.76724,-0.9812782,79.79978,-0.2840791
5281,79.79532,-0.6297335,79.7679,-0.9806924,79.8002,-0.283755
5282,79.79576,-0.6294193,79.76905,-0.9801095,79.80032,-0.2834299
5283,79.79706,-0.6291026,79.76922,-0.9795681,79.80078,-0.2831051
5284,79.79681,-0.6287834,79.76829,-0.9790801,79.80128,-0.2827788
5285,79.79708,-0.6284646,79.76895,-0.9786297,79.80101,-0.2824512
5286,79.79761,-0.6281474,79.76964,-0.978172,79.80142,-0.2821232
5287,79.7975,-0.6278305,79.76997,-0.9776756,79.80246,-0.2817959
5288,79.79755,-0.6275109,79.76992,-0.9771958,79.80163,-0.2814704
5289,79.79768,-0.6271899,79.77018,-0.9767358,79.80264,-0.281145
5290,79.79898,-0.626868,79.771,-0.9762756,79.80321,-0.2808214
5291,79.79844,-0.6265454,79.77197,-0.9758455,79.80341,-0.2805
5292,79.79894,-0.6262226,79.77109,-0.9754151,79.80388,-0.2801798
5293,79.79914,-0.6258993,79.77134,-0.9749819,79.80397,-0.2798617
5294,79.79962,-0.6255748,79.77192,-0.9745447,79.80406,-0.2795456
5295,79.79991,-0.6252484,79.77219,-0.9740982,79.80488,-0.2792312
5296,79.79963,-0.624919,79.77222,-0.9736332,79.80506,-0.2789197
5297,79.79993,-0.624588,79.77281,-0.9731728,79.80499,-0.2786111
5298,79.80035,-0.6242543,79.7733,-0.9727113,79.806,-0.2783058
5299,79.80102,-0.6239195,79.77394,-0.9722485,79.80639,-0.2780038
5300,79.80241,-0.6235836,79.77388,-0.9717852,79.80688,-0.277704
5301,79.80169,-0.6232456,79.77469,-0.9713197,79.80626,-0.2774062
5302,79.80214,-0.622908,79.77459,-0.9708488,79.8064,-0.2771091
5303,79.80271,-0.6225711,79.77484,-0.9703742,79.80712,-0.2768128
5304,79.80251,-0.6222346,79.77493,-0.9698947,79.80862,-0.276519
5305,79.80325,-0.6218982,79.77651,-0.9694119,79.80821,-0.2762289
5306,79.80312,-0.6215614,79.776,-0.9689249,79.80789,-0.275942
5307,79.80344,-0.6212232,79.77636,-0.9684284,79.8089,-0.2756583
5308,79.80426,-0.6208834,79.77706,-0.9679234,79.8086,-0.2753778
5309,79.8048,-0.6205456,79.77705,-0.9674155,79.8097,-0.2751002
5310,79.80478,-0.6202082,79.77724,-0.9669056,79.80942,-0.2748255
5311,79.80484,-0.6198706,79.77784,-0.9663981,79.8104,-0.2745528
5312,79.80515,-0.619534,79.77771,-0.9658926,79.80957,-0.2742828
5313,79.80502,-0.619198,79.77803,-0.9653859,79.81042,-0.2740151
5314,79.8052,-0.6188632,79.7786,-0.9648774,79.8107,-0.2737494
5315,79.8052,-0.6185308,79.77922,-0.964367,79.81105,-0.2734866
5316,79.80636,-0.6182008,79.7792,-0.9638488,79.81118,-0.2732266
5317,79.80724,-0.6178731,79.77955,-0.9633282,79.81192,-0.2729694
5318,79.80681,-0.6175474,79.77919,-0.9628078,79.81216,-0.2727146
5319,79.8075,-0.617224,79.78024,-0.962286,79.81152,-0.2724621
5320,79.80766,-0.6169035,79.78032,-0.9617645,79.81158,-0.2722113
5321,79.80788,-0.6165842,79.782,-0.9612434,79.81318,-0.2719632
5322,79.80816,-0.6162666,79.78078,-0.9607181,79.813,-0.2717176
5323,79.80772,-0.61595,79.78076,-0.9601868,79.81334,-0.2714746
5324,79.80944,-0.6156361,79.78131,-0.9596506,79.81312,-0.2712339
5325,79.8091,-0.6153248,79.78182,-0.9591075,79.81345,-0.2709958
5326,79.80909,-0.6150164,79.782,-0.9585609,79.8139,-0.2707602
5327,79.80994,-0.6147106,79.78261,-0.9580109,79.81434,-0.2705274
5328,79.8099,-0.614407,79.78204,-0.9574574,79.81388,-0.2702972
5329,79.81074,-0.6141057,79.7833,-0.9569019,79.8143,-0.2700696
5330,79.80966,-0.6138071,79.78328,-0.9563494,79.81462,-0.2698442
5331,79.81045,-0.6135105,79.78468,-0.9557976,79.81521,-0.2696213
5332,79.81098,-0.6132154,79.78403,-0.9552436,79.81478,-0.2694008
5333,79.81116,-0.6129214,79.78488,-0.9546908,79.81506,-0.2691826
5334,79.81134,-0.612627,79.78405,-0.95414,79.81574,-0.2689666
5335,79.81184,-0.6123339,79.78421,-0.95359,79.81584,-0.2687528
5336,79.81199,-0.612042,79.78569,-0.9530376,79.81606,-0.2685415
5337,79.81261,-0.6117506,79.78628,-0.9524803,79.81611,-0.2683326
5338,79.81216,-0.6114605,79.78543,-0.9519179,79.81694,-0.268126
5339,79.813,-0.6111721,79.78655,-0.9513566,79.81613,-0.2679216
5340,79.81365,-0.610885,79.78616,-0.9507959,79.81684,-0.2677194
5341,79.81338,-0.6105991,79.78644,-0.9502334,79.81766,-0.2675195
5342,79.81432,-0.6103144,79.78688,-0.9496686,79.81782,-0.267322
5343,79.81446,-0.6100296,79.78776,-0.9491016,79.81836,-0.2671265
5344,79.815,-0.6097449,79.78716,-0.9485344,79.818,-0.2669332
5345,79.81438,-0.6094599,79.78798,-0.9479681,79.81957,-0.2667418
5346,79.815,-0.6091741,79.7884,-0.9474049,79.81954,-0.2665525
5347,79.81616,-0.608889,79.78859,-0.9468441,79.8191,-0.266365
5348,79.81578,-0.6086062,79.78855,-0.9462836,79.81988,-0.2661797
5349,79.816,-0.6083245,79.78924,-0.9457256,79.82061,-0.2659963
5350,79.81552,-0.6080439,79.7893,-0.9451657,79.8208,-0.2658148
5351,79.81704,-0.6077641,79.78985,-0.9446059,79.82034,-0.2656352
5352,79.81607,-0.6074856,79.78948,-0.9440432,79.82028,-0.2654574
5353,79.81676,-0.607207,79.78954,-0.9434809,79.82122,-0.2652815
5354,79.81801,-0.6069291,79.79063,-0.9429156,79.82062,-0.2651076
5355,79.81821,-0.6066514,79.7903,-0.9423419,79.8213,-0.2649356
5356,79.8177,-0.6063744,79.7918,-0.9417668,79.82175,-0.2647658
5357,79.81778,-0.6060976,79.7914,-0.9411907,79.82241,-0.2645978
5358,79.81788,-0.6058218,79.79131,-0.9406161,79.82194,-0.2644318
5359,79.8186,-0.605547,79.7916,-0.9400418,79.8221,-0.2642678
5360,79.81879,-0.6052729,79.79134,-0.9394688,79.82176,-0.2641055
5361,79.819,-0.605,79.79249,-0.938897,79.8233,-0.263945
5362,79.8202,-0.6047282,79.79228,-0.9383244,79.82405,-0.2637863
5363,79.81982,-0.6044564,79.79194,-0.9377534,79.82356,-0.2636294
5364,79.82024,-0.6041853,79.79349,-0.9371844,79.82378,-0.2634742
5365,79.82046,-0.6039156,79.79378,-0.9366163,79.82408,-0.2633208
5366,79.82081,-0.6036452,79.79394,-0.9360496,79.82432,-0.2631689
5367,79.82056,-0.6033729,79.79391,-0.9354816,79.82484,-0.2630186
5368,79.82126,-0.603095,79.79389,-0.9349121,79.82502,-0.2628696
5369,79.821,-0.602814,79.79482,-0.9343434,79.82514,-0.2627222
5370,79.821,-0.6025337,79.79595,-0.9337782,79.82602,-0.2625761
5371,79.82156,-0.6022541,79.79529,-0.9332144,79.82585,-0.2624314
5372,79.82193,-0.6019754,79.79524,-0.9326525,79.82539,-0.2622882
5373,79.82257,-0.6016949,79.7957,-0.9320916,79.82599,-0.2621463
5374,79.82262,-0.6014141,79.79566,-0.9315291,79.82626,-0.2620056
5375,79.82244,-0.6011352,79.7966,-0.9309632,79.82698,-0.2618658
5376,79.82282,-0.6008579,79.79566,-0.9303978,79.8271,-0.2617272
5377,79.8236,-0.600582,79.79599,-0.9298303,79.82662,-0.2615899
5378,79.82384,-0.6003082,79.79722,-0.9292597,79.82778,-0.2614536
5379,79.82465,-0.6000361,79.7972,-0.9286826,79.82755,-0.2613181
5380,79.82425,-0.5997637,79.7971,-0.928104,79.82788,-0.2611836
5381,79.82402,-0.5994912,79.79675,-0.9275236,79.82666,-0.2610501
5382,79.82504,-0.5992176,79.79802,-0.9269422,79.82871,-0.2609178
5383,79.82457,-0.5989404,79.7979,-0.9263618,79.8287,-0.2607865
5384,79.82519,-0.598662,79.79835,-0.9257808,79.82816,-0.2606562
5385,79.8249,-0.5983816,79.79822,-0.9252011,79.82893,-0.2605268
5386,79.82522,-0.5980988,79.7986,-0.9246222,79.82925,-0.2603986
5387,79.82538,-0.5978129,79.79901,-0.9240424,79.82962,-0.2602713
5388,79.82585,-0.5975241,79.7989,-0.9234603,79.82954,-0.2601448
5389,79.8265,-0.5972356,79.79991,-0.9228793,79.82964,-0.260019
5390,79.82659,-0.596949,79.80005,-0.9222988,79.83015,-0.259894
5391,79.82606,-0.5966639,79.79988,-0.9217175,79.8302,-0.2597699
5392,79.82716,-0.5963802,79.80113,-0.9211349,79.82966,-0.2596465
5393,79.82668,-0.596097,79.80082,-0.920553,79.83118,-0.2595239
5394,79.82751,-0.5958154,79.80095,-0.9199703,79.83075,-0.259402
5395,79.82806,-0.5955338,79.80103,-0.919389,79.83112,-0.259281
5396,79.82772,-0.5952528,79.80139,-0.9188086,79.83208,-0.2591606
5397,79.8283,-0.594973,79.8021,-0.91823,79.831,-0.2590407
5398,79.82832,-0.5946932,79.8022,-0.9176566,79.83282,-0.2589216
5399,79.82848,-0.5944134,79.8016,-0.9170856,79.83288,-0.2588032
5400,79.82886,-0.5941311,79.80307,-0.9165175,79.83262,-0.2586855
5401,79.82898,-0.5938486,79.80274,-0.9159501,79.83222,-0.2585686
5402,79.8293,-0.593568,79.80235,-0.9153844,79.83324,-0.2584524
5403,79.82989,-0.593288,79.80312,-0.9148164,79.83242,-0.2583371
5404,79.82916,-0.5930084,79.80329,-0.9142488,79.83282,-0.2582225
5405,79.83,-0.5927292,79.80429,-0.9136834,79.83412,-0.2581087
5406,79.82989,-0.5924504,79.80348,-0.913121,79.83412,-0.2579956
5407,79.83056,-0.5921711,79.80284,-0.9125595,79.83444,-0.2578825
5408,79.83078,-0.5918904,79.80405,-0.9119965,79.83438,-0.2577689
5409,79.83119,-0.591603,79.8045,-0.91142,79.83449,-0.2576547
5410,79.83076,-0.5913,79.80504,-0.9108241,79.83422,-0.2575355
5411,79.8306,-0.590974,79.80486,-0.9100708,79.83453,-0.2574059
5412,79.83062,-0.5905967,79.80394,-0.9087768,79.83332,-0.2572588
5413,79.8295,-0.5898521,79.80326,-0.9066518,79.83274,-0.2570805
5414,79.8289,-0.5882779,79.80254,-0.9034626,79.83129,-0.2568606
5415,79.82759,-0.5858645,79.8013,-0.8993172,79.82968,-0.2564518
5416,79.82568,-0.5824425,79.80005,-0.8945016,79.82744,-0.2555962
5417,79.82356,-0.5780504,79.79824,-0.8889436,79.82601,-0.254474
5418,79.82156,-0.5728064,79.79488,-0.8822099,79.82268,-0.253161
5419,79.81928,-0.565891,79.79126,-0.8742476,79.8194,-0.2516784
5420,79.81476,-0.5575401,79.78884,-0.865361,79.81576,-0.2498758
5421,79.81036,-0.5476925,79.78374,-0.8560618,79.811,-0.2474266
5422,79.80578,-0.536417,79.77813,-0.8459637,79.80603,-0.2444446
5423,79.80059,-0.5236143,79.7732,-0.8346574,79.80018,-0.2408035
5424,79.79554,-0.5080548,79.76776,-0.8211793,79.79361,-0.23642
5425,79.78824,-0.4900644,79.7612,-0.8056784,79.78711,-0.2306555
5426,79.78244,-0.4699104,79.75362,-0.7889401,79.77884,-0.2233597
5427,79.77514,-0.4477594,79.74669,-0.769494,79.7721,-0.2141234
5428,79.76852,-0.4243826,79.7388,-0.7489886,79.7632,-0.2030369
5429,79.75957,-0.3996591,79.73105,-0.7284619,79.75358,-0.1901294
5430,79.75092,-0.3774133,79.72253,-0.7047876,79.7446,-0.1750844
5431,79.74247,-0.3508625,79.7135,-0.6849418,79.73504,-0.1598255
5432,79.73308,-0.323185,79.70387,-0.6628222,79.7255,-0.1432104
5433,79.72372,-0.2951944,79.69394,-0.6381123,79.71532,-0.1265966
5434,79.71414,-0.263124,79.68511,-0.6146035,79.70405,-0.1085342
5435,79.7045,-0.231992,79.67434,-0.5878781,79.6934,-0.08987766
5436,79.6939,-0.1989824,79.66394,-0.5594757,79.68243,-0.07130242
5437,79.68339,-0.1635075,79.65331,-0.5306726,79.67076,-0.05276351
5438,79.67282,-0.1292211,79.64206,-0.5020194,79.65997,-0.03284246
5439,79.66278,-0.09279481,79.63108,-0.4738289,79.64819,-0.0129464
5440,79.65126,-0.05595533,79.62018,-0.4432358,79.63598,0.006887116
5441,79.6412,-0.01940358,79.60821,-0.4132429,79.62326,0.02760906
5442,79.62891,0.01637246,79.59602,-0.3825492,79.61182,0.04704215
5443,79.61676,0.05383787,79.58435,-0.3522934,79.59876,0.06705079
5444,79.60515,0.09146601,79.57288,-0.3213368,79.5854,0.09020019
5445,79.59282,0.1270795,79.5601,-0.2903926,79.57349,0.1117354
5446,79.58172,0.1634439,79.54795,-0.2599113,79.5602,0.1332831
5447,79.56878,0.2006465,79.53545,-0.229993,79.54669,0.1548556
5448,79.55679,0.2370984,79.52319,-0.1998496,79.53349,0.1774916
5449,79.5438,0.2727492,79.5097,-0.1706821,79.5199,0.2000151
5450,79.53108,0.3084125,79.49658,-0.1405762,79.50705,0.2219252
5451,79.51782,0.341523,79.4837,-0.1123597,79.49401,0.2440105
5452,79.50495,0.3760348,79.46972,-0.08325493,79.4795,0.2662456
5453,79.49157,0.4081188,79.45703,-0.05495105,79.4653,0.2884807
5454,79.47765,0.4407783,79.44319,-0.02704764,79.45251,0.3106032
5455,79.46578,0.4745641,79.42859,-3.27E-05,79.4384,0.3327878
5456,79.45072,0.5053084,79.41531,0.02698208,79.42401,0.3535709
5457,79.43634,0.5355144,79.40105,0.05258283,79.41015,0.3739536
5458,79.42398,0.5668096,79.3878,0.079197,79.3954,0.3952368
5459,79.40924,0.5965523,79.37265,0.1044971,79.38071,0.417233
5460,79.39644,0.6255193,79.35896,0.1299723,79.36639,0.4362387
5461,79.38156,0.6538474,79.34516,0.1541336,79.35224,0.4575216
5462,79.36753,0.681187,79.33022,0.1783571,79.3372,0.4776654
5463,79.35269,0.7082759,79.31524,0.2023677,79.32246,0.4963826
5464,79.34003,0.733751,79.30063,0.2249644,79.30776,0.5146368
5465,79.32384,0.7590747,79.28699,0.24661,79.2934,0.5338918
5466,79.30985,0.7835852,79.2718,0.2682302,79.27878,0.5512947
5467,79.2951,0.8081456,79.25756,0.2892246,79.26335,0.5699234
5468,79.28088,0.8327434,79.24282,0.310832,79.24832,0.587451
5469,79.26614,0.8547382,79.22856,0.3307378,79.2334,0.6052286
5470,79.25136,0.8766826,79.21298,0.3503928,79.21887,0.6231689
5471,79.23688,0.8987895,79.1977,0.3684961,79.20285,0.6400074
5472,79.22284,0.9198703,79.18345,0.3874504,79.18818,0.656183
5473,79.2074,0.9401245,79.16816,0.4045524,79.17326,0.6719207
5474,79.19226,0.9589147,79.15312,0.4224176,79.15832,0.6882708
5475,79.17663,0.9785678,79.13732,0.4387812,79.14262,0.7025312
5476,79.1622,0.9973078,79.12234,0.4553324,79.12741,0.7175174
5477,79.14685,1.015246,79.10761,0.4720335,79.11264,0.7321407
5478,79.13074,1.032158,79.09218,0.4863571,79.09691,0.7462506
5479,79.11679,1.048808,79.07674,0.5006054,79.08126,0.7594468
5480,79.1008,1.065582,79.06116,0.5154792,79.06594,0.7729182
5481,79.08515,1.079453,79.04621,0.529765,79.05066,0.7871528
5482,79.0704,1.094651,79.03084,0.543062,79.03538,0.7985095
5483,79.05579,1.111262,79.01519,0.5552202,79.01984,0.8121181
5484,79.03952,1.123818,78.99981,0.5695928,79.0041,0.8227488
5485,79.02422,1.137826,78.98468,0.581088,78.989,0.8351686
5486,79.00849,1.15117,78.9689,0.5924324,78.97524,0.8470132
5487,78.9938,1.164416,78.95328,0.6040648,78.95838,0.8573303
5488,78.97794,1.176834,78.93795,0.6151714,78.94201,0.8691986
5489,78.96258,1.188063,78.9219,0.6272663,78.92621,0.8801289
5490,78.94604,1.200168,78.90728,0.63796,78.9105,0.8892949
5491,78.9321,1.21061,78.89104,0.64774,78.89484,0.898023
5492,78.91548,1.222051,78.87485,0.6573821,78.8793,0.9076892
5493,78.9,1.231878,78.85889,0.6672744,78.8642,0.9177309
5494,78.88458,1.242106,78.84347,0.6759282,78.84874,0.9265337
5495,78.86962,1.252322,78.828,0.6843318,78.83345,0.9355241
5496,78.85386,1.260273,78.81318,0.6925854,78.81744,0.9446516
5497,78.83716,1.270099,78.7971,0.7020016,78.80211,0.9523657
5498,78.82182,1.278813,78.78064,0.7094664,78.78634,0.9598918
5499,78.8067,1.286676,78.76543,0.7182197,78.77022,0.9675803
5500,78.79094,1.294125,78.7496,0.7250586,78.75462,0.9754981
5501,78.77447,1.300974,78.73413,0.7330236,78.73813,0.9825669
5502,78.7584,1.309136,78.71769,0.7397882,78.72266,0.9896262
5503,78.7428,1.316886,78.70198,0.747604,78.70674,0.9962996
5504,78.72753,1.322314,78.68594,0.7532199,78.69151,1.001203
5505,78.71148,1.329258,78.67018,0.759657,78.67506,1.007706
5506,78.6955,1.334579,78.65481,0.7653162,78.65918,1.013327
5507,78.67975,1.341414,78.63876,0.7719422,78.6439,1.018395
5508,78.66336,1.347838,78.62286,0.7772112,78.62755,1.025465
5509,78.64834,1.353576,78.60712,0.782699,78.61163,1.030661
5510,78.63294,1.358245,78.59072,0.788286,78.59634,1.035531
5511,78.61676,1.363869,78.5748,0.7932592,78.58007,1.040856
5512,78.60019,1.368548,78.5593,0.7984016,78.56361,1.045671
5513,78.58455,1.372761,78.54263,0.8030295,78.54844,1.050497
5514,78.56837,1.377042,78.52739,0.8078571,78.53272,1.054735
5515,78.5522,1.381665,78.51218,0.812829,78.51592,1.05822
5516,78.53672,1.385852,78.49563,0.8165844,78.5005,1.062373
5517,78.52045,1.390581,78.48009,0.8214125,78.48407,1.06672
5518,78.50481,1.394646,78.46374,0.82625,78.46751,1.069996
5519,78.4895,1.398692,78.44724,0.8304814,78.45258,1.073476
5520,78.4728,1.402327,78.43204,0.8344476,78.43622,1.077203
5521,78.45618,1.405504,78.4158,0.8379413,78.42032,1.080129
5522,78.44094,1.408702,78.40002,0.8412591,78.4042,1.083344
5523,78.42434,1.412439,78.38391,0.8450562,78.38801,1.086844
5524,78.40951,1.415904,78.3682,0.8486386,78.37298,1.08998
5525,78.3923,1.419115,78.352,0.8518324,78.35678,1.093201
5526,78.3771,1.422126,78.33564,0.8550776,78.3407,1.095922
5527,78.36095,1.424949,78.32045,0.8582946,78.3247,1.098868
5528,78.3451,1.427448,78.30478,0.8612939,78.30884,1.101441
5529,78.32903,1.429762,78.28795,0.8643261,78.29268,1.103956
5530,78.31314,1.432038,78.27325,0.8672678,78.2768,1.106641
5531,78.29755,1.434234,78.2552,0.8701134,78.26016,1.108905
5532,78.28064,1.437038,78.24014,0.8734139,78.24399,1.111084
5533,78.26545,1.439312,78.22407,0.8764584,78.22828,1.113012
5534,78.248,1.441203,78.20725,0.8792582,78.21284,1.115068
5535,78.23158,1.442947,78.19121,0.8813516,78.19644,1.117162
5536,78.21711,1.444648,78.17618,0.8834687,78.1817,1.118977
5537,78.20012,1.446485,78.15929,0.8857055,78.16416,1.120636
5538,78.1854,1.44806,78.14416,0.8879126,78.14847,1.122406
5539,78.16946,1.449642,78.12861,0.8907348,78.13205,1.123969
5540,78.15309,1.451646,78.11234,0.8932128,78.11665,1.125695
5541,78.13642,1.453304,78.09582,0.8955829,78.10037,1.127194
5542,78.12066,1.454849,78.07993,0.8978398,78.08413,1.128414
5543,78.10436,1.456502,78.06335,0.9000582,78.0689,1.12959
5544,78.08819,1.45835,78.04751,0.9024368,78.05251,1.130714
5545,78.07284,1.459989,78.0322,0.9044062,78.03602,1.131894
5546,78.0567,1.461547,78.01643,0.9064344,78.01964,1.132923
5547,78.03936,1.462864,77.99986,0.9082586,78.00406,1.133927
5548,78.02403,1.464069,77.98425,0.9101582,77.98735,1.13488
5549,78.00824,1.465037,77.96728,0.9123674,77.97153,1.135714
5550,77.992,1.466059,77.95157,0.9142655,77.95489,1.13649
5551,77.97619,1.467116,77.93511,0.9161144,77.93907,1.137298
5552,77.96009,1.468352,77.91906,0.9180497,77.92382,1.138069
5553,77.944,1.46969,77.90358,0.9197336,77.90755,1.138805
5554,77.9281,1.470833,77.88736,0.9213719,77.89126,1.139525
5555,77.91161,1.471854,77.87134,0.9230907,77.8743,1.140175
5556,77.89612,1.472804,77.85503,0.9246216,77.85965,1.140761
5557,77.87961,1.47369,77.83926,0.9262261,77.84331,1.141329
5558,77.86255,1.474599,77.8232,0.9279384,77.82751,1.141887
5559,77.84701,1.475614,77.80595,0.9296062,77.8109,1.142408
5560,77.83102,1.476619,77.79129,0.9310968,77.79499,1.142922
5561,77.81497,1.477461,77.77491,0.9325402,77.77856,1.143394
5562,77.79816,1.478154,77.75874,0.9340142,77.762,1.143871
5563,77.7828,1.478822,77.74257,0.935513,77.7467,1.144351
5564,77.7669,1.47947,77.72659,0.937033,77.73034,1.144802
5565,77.75032,1.480116,77.71015,0.9383788,77.71495,1.145226
5566,77.73402,1.480829,77.69424,0.9396285,77.69892,1.145626
5567,77.71794,1.481604,77.6785,0.9408589,77.68234,1.146014
5568,77.70202,1.482408,77.66168,0.9423566,77.66612,1.14638
5569,77.68584,1.483163,77.64606,0.943743,77.64915,1.146738
5570,77.6699,1.483844,77.63018,0.9450158,77.63364,1.14708
5571,77.65358,1.484512,77.61358,0.9462945,77.61747,1.147409
5572,77.6375,1.485186,77.598,0.9476288,77.60168,1.147717
5573,77.62216,1.485836,77.58131,0.9489955,77.5849,1.148018
5574,77.60558,1.486452,77.56549,0.9504272,77.5694,1.14832
5575,77.58935,1.487052,77.55047,0.9517852,77.5529,1.148622
